  QueueTimes | ServiceTimes | SojournTimes
       0.103 |      652.274 |      652.378
       0.126 |     1041.507 |     1041.633
       0.111 |      623.638 |      623.749
       0.100 |      928.408 |      928.508
       0.095 |      206.945 |      207.041
       0.096 |      967.571 |      967.668
       0.118 |      539.829 |      539.948
       0.109 |      802.233 |      802.342
       0.069 |     1183.433 |     1183.502
       0.104 |      465.825 |      465.929
       0.111 |     1086.254 |     1086.365
       0.097 |      321.926 |      322.023
       0.120 |      236.675 |      236.795
       0.104 |      722.606 |      722.710
       0.110 |      758.078 |      758.188
       0.087 |     1130.095 |     1130.182
      77.894 |      836.660 |      914.554
       0.103 |     1061.454 |     1061.558
       0.111 |     1718.775 |     1718.887
       0.067 |      616.993 |      617.060
       0.117 |      873.201 |      873.317
       0.124 |      444.908 |      445.032
       0.121 |      416.969 |      417.090
       0.103 |      186.822 |      186.925
       0.115 |      402.526 |      402.641
       0.087 |      543.790 |      543.878
       0.110 |      234.370 |      234.480
       0.120 |      691.557 |      691.677
       0.125 |      563.296 |      563.421
       0.111 |      632.506 |      632.617
       0.111 |     1451.514 |     1451.625
       0.130 |      362.351 |      362.481
       0.112 |      968.408 |      968.520
       0.082 |      806.361 |      806.442
       0.100 |     1236.730 |     1236.830
       0.116 |      785.846 |      785.962
       0.110 |     1067.356 |     1067.466
       0.072 |      458.859 |      458.931
       0.067 |     2522.046 |     2522.113
       0.104 |      860.484 |      860.588
       0.085 |      192.984 |      193.069
       0.111 |      675.183 |      675.293
       0.107 |      338.869 |      338.977
       0.100 |      362.093 |      362.193
       0.115 |      557.507 |      557.622
       0.104 |      820.989 |      821.093
       0.119 |      236.484 |      236.603
       0.125 |      248.348 |      248.473
       0.077 |      150.141 |      150.217
       0.111 |     1105.152 |     1105.263
       0.078 |      750.112 |      750.190
       0.096 |      885.193 |      885.290
       0.080 |      889.267 |      889.347
       0.070 |      662.947 |      663.017
       0.070 |      500.027 |      500.097
       0.102 |      762.156 |      762.258
       0.103 |     1382.481 |     1382.584
       0.077 |      392.987 |      393.064
       0.095 |      421.188 |      421.283
       0.111 |      350.586 |      350.698
       0.068 |     1602.132 |     1602.200
       0.124 |      831.588 |      831.712
       0.110 |      223.437 |      223.547
       0.073 |     1783.692 |     1783.765
       0.113 |      233.712 |      233.825
       0.095 |      865.027 |      865.122
       0.103 |      537.742 |      537.845
      10.850 |     1137.891 |     1148.741
       0.119 |      623.588 |      623.707
       0.100 |      797.428 |      797.528
       0.113 |     1175.794 |     1175.907
     163.995 |     1281.929 |     1445.924
       0.077 |     1562.607 |     1562.684
       0.115 |     1219.447 |     1219.563
       0.111 |      846.442 |      846.553
       0.105 |      908.096 |      908.202
       0.108 |      458.339 |      458.447
       0.110 |      878.604 |      878.714
       0.040 |     1303.053 |     1303.093
       0.123 |      274.150 |      274.273
       0.107 |      593.353 |      593.461
       0.110 |      285.227 |      285.337
       0.094 |      847.980 |      848.075
      41.294 |      272.883 |      314.178
      33.449 |      414.348 |      447.797
       0.096 |      564.106 |      564.202
       0.099 |     1102.894 |     1102.993
       0.107 |     1951.815 |     1951.923
       0.102 |      219.562 |      219.664
       0.081 |      419.575 |      419.656
       0.102 |      344.915 |      345.017
       0.127 |     1029.413 |     1029.540
       0.070 |     1212.005 |     1212.076
       0.092 |      518.376 |      518.468
       0.112 |     2336.933 |     2337.045
       0.106 |      343.824 |      343.930
       0.107 |      556.734 |      556.842
       0.116 |      272.456 |      272.572
       0.115 |     1239.928 |     1240.043
       0.107 |      900.633 |      900.741
       0.115 |      780.595 |      780.710
       0.119 |      420.317 |      420.435
       0.123 |      459.124 |      459.246
       0.123 |      497.740 |      497.863
       0.065 |     2059.252 |     2059.317
       0.121 |     1746.953 |     1747.074
       0.107 |      992.762 |      992.869
       0.111 |      966.317 |      966.428
       0.108 |      718.334 |      718.442
       0.110 |      351.240 |      351.350
       0.080 |     2410.365 |     2410.445
       0.104 |      398.675 |      398.779
       0.114 |     1046.832 |     1046.946
       0.105 |      646.037 |      646.142
       0.114 |      506.776 |      506.890
       0.074 |     1010.607 |     1010.681
       0.088 |      306.862 |      306.950
       0.112 |      402.493 |      402.606
       0.111 |      976.309 |      976.419
       0.107 |      303.731 |      303.838
       0.114 |      721.258 |      721.372
       0.095 |      784.706 |      784.801
       0.086 |      237.103 |      237.189
       0.095 |      660.598 |      660.693
       0.126 |      207.626 |      207.752
     113.878 |     1106.466 |     1220.344
       0.097 |      797.901 |      797.998
       0.103 |      651.478 |      651.580
       0.120 |      671.845 |      671.965
       0.087 |      209.536 |      209.622
       0.114 |      378.735 |      378.849
       0.119 |      948.696 |      948.815
       0.115 |      789.926 |      790.041
       0.115 |      804.114 |      804.229
       0.095 |      439.494 |      439.589
       0.075 |     1025.951 |     1026.026
       0.091 |      543.018 |      543.109
       0.123 |      586.274 |      586.398
     328.146 |      624.111 |      952.257
       0.115 |      540.060 |      540.175
     144.923 |     1026.437 |     1171.360
       0.121 |      496.047 |      496.168
       0.100 |      655.638 |      655.738
       0.126 |      173.427 |      173.553
       0.108 |      625.021 |      625.129
       0.109 |      947.985 |      948.094
       0.108 |      872.519 |      872.627
       0.100 |      580.464 |      580.564
       0.100 |     1339.224 |     1339.324
       0.111 |      934.751 |      934.862
       0.108 |      828.827 |      828.935
       0.103 |     1030.971 |     1031.074
       0.114 |     1554.962 |     1555.076
       0.121 |      546.181 |      546.303
       0.069 |      326.480 |      326.549
       0.106 |      948.017 |      948.124
       0.119 |      938.768 |      938.887
     169.133 |     1623.139 |     1792.271
       0.077 |      985.410 |      985.487
       0.107 |     1007.005 |     1007.112
     160.932 |     1771.960 |     1932.892
       0.111 |     1426.686 |     1426.797
       0.113 |      896.167 |      896.280
       0.107 |     1239.548 |     1239.655
       0.108 |      349.504 |      349.612
       0.097 |      383.908 |      384.005
       0.133 |      661.537 |      661.671
       0.118 |     1681.961 |     1682.079
       0.078 |     1186.339 |     1186.417
       0.117 |     1337.430 |     1337.547
       0.115 |      977.266 |      977.382
       0.133 |     2039.188 |     2039.320
       0.077 |     1690.095 |     1690.172
       0.111 |      324.484 |      324.595
       0.105 |      585.796 |      585.901
       0.102 |      931.730 |      931.832
       0.099 |     2082.165 |     2082.263
       0.120 |      653.086 |      653.206
       0.099 |      413.848 |      413.947
       0.104 |      586.124 |      586.228
       0.107 |      600.424 |      600.531
       0.084 |      723.595 |      723.678
       0.077 |     1096.637 |     1096.713
       0.072 |     1071.838 |     1071.910
       0.107 |     2407.347 |     2407.454
       0.122 |     1473.858 |     1473.980
       0.093 |      926.659 |      926.752
       0.099 |      676.578 |      676.677
       0.102 |      270.144 |      270.247
       0.109 |      590.423 |      590.532
       0.094 |     1419.999 |     1420.093
       0.098 |     1527.395 |     1527.493
       0.122 |      291.528 |      291.650
       0.080 |      577.068 |      577.148
       0.076 |      436.918 |      436.994
       0.095 |     1133.164 |     1133.259
       0.104 |      455.320 |      455.424
       0.107 |     1271.263 |     1271.370
       0.073 |     1026.664 |     1026.738
       0.128 |      894.573 |      894.701
       0.079 |     1185.384 |     1185.463
       0.101 |     1613.955 |     1614.056
       0.102 |     2036.234 |     2036.335
       0.113 |      654.726 |      654.839
       0.081 |      452.691 |      452.772
       0.071 |     1072.826 |     1072.897
       0.114 |     1761.283 |     1761.397
       0.138 |     1212.740 |     1212.878
       0.115 |     1547.015 |     1547.130
       0.127 |      447.963 |      448.090
       0.120 |     1780.743 |     1780.863
       0.112 |     2394.697 |     2394.809
       0.107 |     1068.983 |     1069.090
       0.136 |      754.359 |      754.495
       0.130 |      734.931 |      735.060
       0.128 |      639.898 |      640.026
       0.086 |     1645.139 |     1645.225
       0.107 |      746.380 |      746.487
       0.087 |     1165.771 |     1165.858
       0.137 |      250.963 |      251.099
       0.086 |      415.625 |      415.711
       0.107 |      710.572 |      710.679
       0.125 |      322.343 |      322.469
       0.109 |      820.878 |      820.987
       0.126 |      805.838 |      805.964
     313.694 |      450.846 |      764.540
     464.185 |      265.009 |      729.194
       0.122 |      404.754 |      404.876
       0.101 |      403.691 |      403.792
       0.116 |      850.779 |      850.894
      60.913 |     1262.389 |     1323.302
       0.111 |      905.898 |      906.009
       0.110 |      392.214 |      392.324
       0.120 |     1006.361 |     1006.481
       0.112 |     1292.702 |     1292.815
       0.110 |     1391.345 |     1391.456
       0.073 |     2184.025 |     2184.098
       0.130 |     1957.772 |     1957.902
       0.096 |     1306.321 |     1306.417
       0.102 |     1540.008 |     1540.110
       0.109 |      410.665 |      410.774
       0.076 |     1748.199 |     1748.275
       0.103 |     1340.170 |     1340.273
       0.104 |     2580.373 |     2580.477
       0.097 |     1627.977 |     1628.074
       0.118 |     2687.108 |     2687.226
     561.847 |     3456.974 |     4018.821
       0.102 |      710.065 |      710.168
       0.090 |     1555.882 |     1555.971
       0.083 |      341.935 |      342.018
       0.103 |      638.967 |      639.070
       0.116 |     1072.716 |     1072.832
       0.096 |     1094.639 |     1094.735
       0.123 |      809.573 |      809.696
       0.119 |      259.314 |      259.433
       0.096 |      886.344 |      886.440
       0.113 |      370.760 |      370.874
       0.113 |     1387.265 |     1387.378
       0.098 |     2042.249 |     2042.347
       0.117 |     1501.144 |     1501.261
       0.112 |     1189.464 |     1189.576
       0.117 |      548.476 |      548.592
       0.093 |      584.090 |      584.183
       0.089 |      715.173 |      715.262
       0.069 |      617.743 |      617.812
       0.082 |      242.024 |      242.106
       0.108 |      254.720 |      254.828
       0.112 |     1658.313 |     1658.425
       0.076 |      401.260 |      401.337
       0.115 |      269.261 |      269.377
       0.103 |      644.410 |      644.513
       0.117 |      668.832 |      668.949
     422.501 |      494.085 |      916.586
       0.071 |     1225.379 |     1225.450
       0.095 |      300.367 |      300.462
       0.108 |      613.964 |      614.072
       0.074 |      301.981 |      302.055
       0.107 |      433.509 |      433.616
     388.313 |     1167.881 |     1556.195
       0.104 |      641.315 |      641.419
       0.113 |      895.306 |      895.419
       0.094 |      907.284 |      907.378
       0.077 |     1050.546 |     1050.623
       0.120 |     1194.807 |     1194.927
       0.079 |      517.495 |      517.574
       0.071 |     1027.063 |     1027.134
       0.092 |      351.692 |      351.784
       0.085 |      972.384 |      972.468
       0.091 |      719.535 |      719.626
       0.095 |     1017.648 |     1017.743
       0.087 |     1331.612 |     1331.699
       0.106 |     3063.331 |     3063.438
       0.134 |     2449.506 |     2449.641
       0.108 |      690.371 |      690.480
       0.112 |     2790.441 |     2790.553
       0.121 |     2062.749 |     2062.870
       0.116 |      155.627 |      155.743
       0.086 |      935.327 |      935.413
       0.114 |     1554.149 |     1554.263
       0.106 |     1111.900 |     1112.006
       0.109 |     2621.086 |     2621.195
       0.098 |      210.395 |      210.493
       0.092 |     1094.703 |     1094.795
       0.104 |      470.121 |      470.225
       0.113 |      217.209 |      217.323
       0.113 |     1177.416 |     1177.529
       0.112 |      209.441 |      209.553
       0.100 |      872.271 |      872.370
       0.113 |      303.186 |      303.299
       0.100 |      625.130 |      625.229
       0.096 |     1321.191 |     1321.287
       0.057 |      942.486 |      942.543
       0.086 |      531.099 |      531.185
       0.109 |      647.673 |      647.782
       0.113 |      968.747 |      968.860
       0.098 |      816.474 |      816.573
       0.113 |      461.250 |      461.362
       0.109 |      402.847 |      402.956
       0.114 |      271.225 |      271.339
       0.080 |      629.332 |      629.412
       0.107 |      426.039 |      426.146
       0.101 |     1854.280 |     1854.381
       0.121 |     1664.284 |     1664.405
       0.114 |      740.818 |      740.932
       0.099 |      595.731 |      595.830
       0.115 |      654.566 |      654.681
       0.097 |      425.233 |      425.331
       0.104 |      621.506 |      621.610
       0.093 |     3009.709 |     3009.802
       0.096 |     1018.726 |     1018.822
       0.119 |      714.964 |      715.084
       0.105 |      564.424 |      564.529
       0.107 |     1635.732 |     1635.839
       0.097 |      465.897 |      465.993
       0.124 |      294.299 |      294.423
       0.119 |     1680.710 |     1680.829
       0.105 |     1014.666 |     1014.771
       0.106 |      905.288 |      905.394
       0.114 |      794.062 |      794.176
       0.083 |     1077.642 |     1077.725
       0.110 |     1239.909 |     1240.019
      35.686 |     1063.198 |     1098.884
       0.103 |     1308.408 |     1308.511
       0.109 |     1667.929 |     1668.038
       0.108 |     1900.534 |     1900.641
       0.085 |      647.355 |      647.440
       0.098 |     1986.529 |     1986.626
       0.080 |     2661.015 |     2661.095
       0.087 |      461.053 |      461.140
       0.095 |      948.535 |      948.630
       0.088 |      401.475 |      401.563
       0.122 |     3136.140 |     3136.262
       0.125 |     2145.662 |     2145.787
       0.078 |     1819.556 |     1819.634
       0.090 |     1771.517 |     1771.607
       0.087 |     1253.532 |     1253.619
       0.114 |     3188.732 |     3188.845
       0.080 |      926.187 |      926.267
       0.095 |      794.765 |      794.860
       0.091 |      893.391 |      893.482
       0.134 |     2040.826 |     2040.960
       0.113 |      497.558 |      497.671
       0.125 |      531.058 |      531.183
       0.105 |      970.807 |      970.912
       0.088 |     1141.583 |     1141.671
       0.081 |     1612.572 |     1612.653
       0.088 |      933.526 |      933.614
       0.074 |     3733.535 |     3733.609
       0.078 |     3774.717 |     3774.795
       0.110 |     2561.172 |     2561.283
       0.112 |     2933.347 |     2933.459
       0.083 |     1355.531 |     1355.614
       0.085 |     3492.487 |     3492.572
       0.110 |      444.476 |      444.586
       0.117 |     1413.463 |     1413.580
       0.130 |     1373.353 |     1373.484
       0.117 |     1262.641 |     1262.759
       0.082 |     1885.936 |     1886.018
       0.106 |     1638.398 |     1638.504
       0.086 |     1806.037 |     1806.123
       0.094 |     1422.573 |     1422.667
       0.084 |     1689.112 |     1689.196
       0.098 |      207.066 |      207.164
       0.131 |     1788.389 |     1788.520
       0.090 |     1653.359 |     1653.449
       0.089 |     1628.457 |     1628.546
       0.075 |     3981.423 |     3981.498
       0.094 |     1301.545 |     1301.640
       0.093 |      787.021 |      787.114
       0.119 |      941.429 |      941.548
       0.075 |      778.839 |      778.914
       0.074 |      515.228 |      515.302
       0.073 |     1325.896 |     1325.969
       0.102 |      849.336 |      849.438
       0.080 |     3108.323 |     3108.403
       0.104 |      991.803 |      991.907
       0.112 |      651.177 |      651.289
       0.076 |      634.030 |      634.106
       0.115 |      435.320 |      435.434
       0.097 |     1041.975 |     1042.072
       0.110 |     3260.091 |     3260.201
       0.082 |      874.196 |      874.278
       0.097 |     1745.519 |     1745.616
       0.060 |      549.138 |      549.198
       0.104 |     1242.027 |     1242.131
       0.110 |      898.478 |      898.588
       0.080 |      735.549 |      735.629
       0.128 |     3396.360 |     3396.488
       0.124 |     1775.083 |     1775.207
       0.077 |     1196.961 |     1197.038
       0.120 |     1567.044 |     1567.163
       0.115 |     1162.503 |     1162.618
       0.097 |      795.460 |      795.557
       0.116 |      848.044 |      848.161
       0.111 |     2138.737 |     2138.849
       0.108 |     1203.650 |     1203.758
       0.114 |      707.396 |      707.510
       0.099 |      321.307 |      321.406
       0.088 |     1062.074 |     1062.162
       0.107 |      353.574 |      353.681
       0.108 |      400.869 |      400.977
       0.106 |     1291.322 |     1291.427
       0.069 |      155.964 |      156.033
       0.111 |     1231.367 |     1231.477
       0.119 |      599.621 |      599.741
       0.096 |      536.138 |      536.234
     270.676 |      374.233 |      644.908
       0.112 |      775.616 |      775.728
       0.091 |     1102.475 |     1102.566
       0.112 |      807.078 |      807.190
       0.119 |      831.885 |      832.003
       0.100 |      478.864 |      478.965
       0.118 |      482.582 |      482.700
       0.094 |      205.527 |      205.621
       0.111 |      784.184 |      784.296
       0.113 |      391.099 |      391.211
       0.101 |      776.677 |      776.779
       0.116 |      763.898 |      764.015
       0.104 |      623.017 |      623.121
       0.114 |     1246.733 |     1246.847
       0.119 |      848.444 |      848.563
     176.325 |      936.737 |     1113.062
       0.100 |     1469.161 |     1469.261
       0.096 |     1494.845 |     1494.941
       0.113 |      921.625 |      921.739
       0.105 |      697.141 |      697.245
       0.115 |      546.657 |      546.772
       0.112 |     1125.630 |     1125.742
     372.278 |     1131.690 |     1503.968
     371.840 |     1452.488 |     1824.328
       0.109 |     1233.998 |     1234.108
       0.069 |     1183.582 |     1183.651
       0.117 |     1592.307 |     1592.424
     106.542 |      297.900 |      404.442
       0.112 |     1062.049 |     1062.161
       0.108 |      465.003 |      465.111
       0.095 |      858.345 |      858.440
     128.092 |      389.638 |      517.730
      53.600 |     1801.705 |     1855.305
       0.113 |      146.178 |      146.292
     167.731 |      786.151 |      953.881
       0.074 |      553.209 |      553.283
       0.112 |      618.921 |      619.032
       0.070 |      454.562 |      454.632
       0.120 |      793.482 |      793.602
       0.120 |      680.040 |      680.160
       0.094 |     1852.409 |     1852.502
       0.076 |      666.734 |      666.811
       0.108 |      358.851 |      358.959
       0.117 |     1159.348 |     1159.466
       0.112 |     1897.130 |     1897.242
       0.106 |     1270.485 |     1270.591
       0.120 |      570.142 |      570.263
       0.114 |      823.911 |      824.025
       0.126 |     1298.566 |     1298.691
       0.088 |     1498.716 |     1498.804
       0.094 |      840.508 |      840.602
       0.082 |      843.473 |      843.555
       0.110 |     1642.085 |     1642.196
       0.119 |      418.763 |      418.882
       0.094 |      174.591 |      174.685
       0.123 |     1045.634 |     1045.757
       0.106 |      626.280 |      626.386
     589.913 |      279.986 |      869.899
     435.854 |      258.905 |      694.758
       0.087 |      449.969 |      450.057
      72.663 |     1485.077 |     1557.739
       0.112 |      492.144 |      492.255
      19.919 |      947.477 |      967.397
       0.104 |      244.109 |      244.212
       0.088 |      586.510 |      586.597
       0.102 |      249.933 |      250.036
       0.099 |      715.327 |      715.425
       0.125 |      767.768 |      767.893
       0.087 |      513.159 |      513.246
       0.095 |      746.615 |      746.710
       0.113 |      605.950 |      606.063
       0.107 |     1016.987 |     1017.094
       0.106 |      292.125 |      292.230
       0.111 |     1046.717 |     1046.828
       0.115 |      295.110 |      295.225
       0.121 |     1572.769 |     1572.890
       0.100 |     1406.788 |     1406.889
       0.103 |     1534.818 |     1534.922
       0.078 |      993.903 |      993.981
       0.090 |     2137.243 |     2137.333
       0.115 |      463.898 |      464.013
       0.125 |      473.976 |      474.100
       0.095 |      214.387 |      214.482
       0.109 |      555.236 |      555.345
       0.111 |      398.566 |      398.677
       0.118 |     1079.041 |     1079.159
       0.078 |      645.644 |      645.722
       0.105 |      504.692 |      504.797
       0.086 |      516.013 |      516.099
       0.115 |      165.258 |      165.372
       0.115 |     1480.672 |     1480.787
       0.114 |      109.634 |      109.748
       0.102 |      366.599 |      366.701
       0.097 |      747.498 |      747.595
       0.105 |      681.143 |      681.247
       0.078 |      518.657 |      518.735
       0.129 |      355.106 |      355.235
       0.095 |      221.708 |      221.804
       0.104 |      316.857 |      316.962
       0.119 |     1084.232 |     1084.352
       0.086 |      589.120 |      589.205
       0.117 |     1173.026 |     1173.143
       0.097 |      770.462 |      770.560
       0.125 |     1575.248 |     1575.373
       0.110 |     1689.693 |     1689.803
       0.115 |     1710.983 |     1711.098
       0.106 |     1240.300 |     1240.405
       0.110 |      388.035 |      388.145
       0.113 |      444.436 |      444.549
       0.117 |      397.141 |      397.257
       0.110 |      883.925 |      884.035
       0.115 |     1733.400 |     1733.514
       0.119 |      992.087 |      992.207
       0.090 |     1191.619 |     1191.709
       0.086 |      954.402 |      954.488
       0.113 |     1811.772 |     1811.885
       0.112 |      892.579 |      892.691
       0.084 |     1517.559 |     1517.643
       0.077 |     1345.355 |     1345.432
       0.074 |     2152.075 |     2152.150
       0.107 |     3017.489 |     3017.596
       0.122 |      434.802 |      434.924
       0.103 |     1632.421 |     1632.524
       0.094 |     2326.643 |     2326.737
       0.077 |     1629.276 |     1629.354
       0.104 |     1891.795 |     1891.899
       0.082 |     1546.329 |     1546.411
       0.108 |     1479.920 |     1480.028
       0.078 |     1835.466 |     1835.544
       0.102 |     2158.562 |     2158.664
       0.094 |     1325.753 |     1325.847
       0.077 |     1506.522 |     1506.599
       0.091 |     2456.968 |     2457.059
       0.074 |     3984.710 |     3984.784
       0.108 |     1140.504 |     1140.613
       0.113 |     1257.095 |     1257.208
       0.104 |     1261.220 |     1261.323
     102.812 |     1931.689 |     2034.501
      88.236 |     2054.630 |     2142.867
       0.124 |      398.618 |      398.742
       0.090 |     2885.496 |     2885.586
       0.107 |     1569.252 |     1569.359
       0.091 |     1217.638 |     1217.729
       0.078 |     1897.256 |     1897.334
       0.091 |     3784.677 |     3784.768
       0.137 |     1648.082 |     1648.219
       0.076 |      558.938 |      559.014
       0.099 |      517.769 |      517.868
       0.135 |     2467.096 |     2467.232
       0.089 |     1412.132 |     1412.221
       0.082 |      432.672 |      432.753
       0.099 |     1484.351 |     1484.450
       0.075 |     1219.340 |     1219.415
       0.100 |     1582.129 |     1582.229
       0.090 |     1460.761 |     1460.851
       0.067 |      388.979 |      389.046
       0.097 |     2715.866 |     2715.963
       0.095 |      503.981 |      504.075
       0.088 |      318.472 |      318.560
       0.097 |     1109.867 |     1109.964
       0.103 |     2594.617 |     2594.720
       0.085 |     1210.294 |     1210.379
       0.087 |     1113.565 |     1113.653
       0.115 |      858.260 |      858.375
       0.083 |     1164.960 |     1165.043
       0.110 |      441.625 |      441.735
       0.110 |     1020.445 |     1020.555
       0.080 |      328.976 |      329.056
       0.102 |      931.461 |      931.562
       0.110 |      662.206 |      662.316
       0.117 |      397.019 |      397.137
       0.119 |     1491.653 |     1491.772
       0.103 |      435.083 |      435.186
       0.099 |     1602.881 |     1602.980
       0.113 |     1155.782 |     1155.896
       0.083 |      782.931 |      783.014
       0.097 |     1339.649 |     1339.746
       0.083 |      559.025 |      559.108
       0.107 |      813.595 |      813.702
       0.101 |      967.878 |      967.979
       0.070 |      459.617 |      459.687
       0.075 |      907.111 |      907.187
       0.110 |      987.175 |      987.285
       0.110 |      676.420 |      676.530
       0.116 |      610.860 |      610.976
       0.100 |      359.018 |      359.119
       0.107 |     1454.170 |     1454.277
       0.112 |      223.289 |      223.400
       0.106 |      836.338 |      836.444
       0.114 |      949.412 |      949.526
       0.115 |      596.233 |      596.347
       0.094 |      841.636 |      841.730
       0.110 |      482.951 |      483.060
       0.105 |      415.719 |      415.824
       0.105 |      826.802 |      826.907
       0.072 |      911.812 |      911.884
       0.108 |      322.986 |      323.094
       0.096 |     1314.999 |     1315.095
       0.117 |      319.869 |      319.986
       0.106 |      774.275 |      774.381
       0.110 |      717.548 |      717.658
       0.101 |     1040.916 |     1041.017
       0.076 |      544.178 |      544.255
       0.070 |     1090.198 |     1090.268
       0.098 |      411.919 |      412.017
       0.108 |     1180.838 |     1180.946
       0.096 |      908.084 |      908.181
       0.113 |      808.785 |      808.898
      33.584 |     1625.822 |     1659.405
       0.087 |      606.897 |      606.984
       0.092 |      603.888 |      603.980
      96.113 |     1722.880 |     1818.993
       0.078 |     1060.906 |     1060.984
       0.092 |      659.848 |      659.940
       0.102 |     2464.334 |     2464.436
       0.081 |     1128.218 |     1128.299
       0.091 |      408.408 |      408.499
       0.084 |      517.741 |      517.825
       0.114 |     2206.099 |     2206.213
       0.146 |     1676.931 |     1677.077
       0.120 |     2240.342 |     2240.462
       0.075 |     2273.347 |     2273.422
       0.112 |      672.770 |      672.882
       0.093 |     1105.290 |     1105.383
       0.111 |      797.365 |      797.476
     187.270 |     2425.435 |     2612.706
       0.097 |     2146.917 |     2147.014
       0.109 |     1897.356 |     1897.465
       0.087 |     1381.848 |     1381.935
       0.085 |     1730.302 |     1730.387
       0.098 |     1412.835 |     1412.933
       0.073 |     2737.250 |     2737.323
       0.076 |     1921.228 |     1921.304
       0.091 |     1055.085 |     1055.176
       0.113 |     3931.385 |     3931.498
       0.098 |     2071.764 |     2071.862
       0.085 |     1696.518 |     1696.603
     388.998 |     1195.640 |     1584.638
       0.124 |      859.816 |      859.940
     350.453 |     1235.848 |     1586.301
       0.086 |      744.773 |      744.859
       0.094 |     1887.003 |     1887.097
       0.093 |      897.764 |      897.857
       0.073 |      525.287 |      525.360
       0.117 |     2080.503 |     2080.620
       0.088 |     3054.309 |     3054.396
       0.096 |      362.436 |      362.531
       0.092 |      732.468 |      732.560
       0.086 |      835.048 |      835.134
       0.082 |      493.858 |      493.941
       0.115 |     4320.734 |     4320.849
       0.094 |     2971.396 |     2971.490
       0.079 |      967.918 |      967.996
       0.095 |     2675.216 |     2675.310
     256.358 |     1721.543 |     1977.900
       0.121 |      410.031 |      410.152
       0.123 |      430.904 |      431.027
       0.085 |     1432.892 |     1432.978
       0.122 |      624.724 |      624.845
       0.122 |     1296.350 |     1296.472
       0.079 |     1282.931 |     1283.010
       0.088 |      931.403 |      931.490
       0.082 |     1401.693 |     1401.774
       0.123 |     1657.256 |     1657.379
       0.100 |      595.979 |      596.079
     322.536 |      777.353 |     1099.889
       0.087 |     1229.496 |     1229.583
     751.365 |      470.838 |     1222.203
       0.111 |     1006.909 |     1007.020
       0.119 |      381.800 |      381.919
       0.100 |      408.337 |      408.437
       0.111 |      327.943 |      328.054
       0.103 |     1139.788 |     1139.891
       0.113 |      922.067 |      922.181
       0.105 |      632.486 |      632.591
       0.081 |     1001.978 |     1002.059
       0.126 |     1546.536 |     1546.662
       0.119 |      936.984 |      937.103
       0.108 |      388.093 |      388.201
       0.095 |      332.928 |      333.023
       0.076 |      739.998 |      740.073
       0.116 |     1592.982 |     1593.097
       0.097 |     1145.923 |     1146.020
       0.087 |     1055.341 |     1055.429
       0.079 |     1087.901 |     1087.980
       0.100 |      523.299 |      523.398
       0.115 |     1439.797 |     1439.912
      23.440 |      337.961 |      361.401
       0.122 |      566.455 |      566.577
       0.109 |      581.278 |      581.387
       0.097 |     1526.117 |     1526.214
       0.125 |     1186.538 |     1186.663
       0.128 |     1482.053 |     1482.181
       0.124 |      408.231 |      408.355
       0.087 |     1476.373 |     1476.460
       0.097 |      159.434 |      159.531
     444.950 |     2449.095 |     2894.045
       0.122 |      761.479 |      761.601
       0.094 |     1022.532 |     1022.626
     294.112 |     1709.876 |     2003.988
     152.779 |     3007.055 |     3159.834
       0.120 |      885.778 |      885.898
       0.081 |      378.517 |      378.598
       0.081 |     1174.479 |     1174.560
       0.119 |      897.801 |      897.920
     210.473 |     3015.037 |     3225.511
       0.089 |      904.595 |      904.684
       0.121 |     1618.472 |     1618.593
       0.078 |      422.852 |      422.929
       0.074 |     1658.835 |     1658.909
       0.113 |      669.705 |      669.818
       0.081 |     1141.447 |     1141.527
       0.073 |      836.306 |      836.379
       0.077 |     1240.094 |     1240.172
       0.081 |     1642.706 |     1642.787
     106.647 |      342.187 |      448.833
       0.095 |     1207.976 |     1208.071
       0.113 |     1072.457 |     1072.570
       0.093 |      187.703 |      187.796
     116.278 |     1090.937 |     1207.215
       0.097 |      478.931 |      479.028
     184.181 |     1045.606 |     1229.787
       0.092 |     1431.800 |     1431.892
       0.076 |      565.299 |      565.375
       0.113 |     2753.181 |     2753.294
       0.108 |      606.220 |      606.328
       0.076 |      669.157 |      669.233
       0.114 |      482.891 |      483.005
       0.105 |      713.385 |      713.490
      15.886 |     1027.911 |     1043.797
       0.099 |      539.359 |      539.458
       0.095 |     1170.937 |     1171.032
       0.112 |      511.067 |      511.178
       0.110 |      584.746 |      584.856
       0.095 |      313.297 |      313.392
       0.109 |      745.893 |      746.002
       0.115 |      917.141 |      917.256
       0.134 |      625.225 |      625.358
       0.063 |      228.727 |      228.790
       0.121 |     1204.244 |     1204.365
       0.121 |      552.958 |      553.078
       0.106 |      369.660 |      369.766
       0.105 |      896.899 |      897.004
       0.078 |     2014.659 |     2014.737
       0.089 |     1720.282 |     1720.371
       0.081 |      513.749 |      513.830
       0.101 |      893.398 |      893.499
       0.089 |      440.011 |      440.100
       0.084 |     1216.249 |     1216.333
     123.444 |      355.560 |      479.004
       0.087 |     1016.606 |     1016.693
       0.100 |      602.721 |      602.821
       0.091 |      777.572 |      777.663
       0.114 |      617.709 |      617.823
       0.080 |     1091.285 |     1091.365
       0.128 |      858.591 |      858.719
       0.107 |     2057.114 |     2057.221
